id,invoice_number,supplier_gstin,supplier_name,financial_year,rendered
479,VL/F5/QR/202627/00467,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
480,VL/F5/QR/202627/00468,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
481,VL/F5/QR/202627/00469,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
482,VL/F5/QR/202627/00470,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
483,VL/F5/QR/202627/00471,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
484,VL/F5/QR/202627/00472,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
485,VL/F5/QR/202627/00473,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
486,VL/F5/QR/202627/00474,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
487,VL/F5/QR/202627/00475,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
488,VL/F5/QR/202627/00476,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
489,VL/F5/QR/202627/00477,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
490,VL/F5/QR/202627/00478,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
491,VL/F5/QR/202627/00479,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
492,VL/F5/QR/202627/00480,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
493,VL/F5/QR/202627/00481,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
494,VL/F5/QR/202627/00482,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
495,VL/F5/QR/202627/00483,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
496,VL/F5/QR/202627/00484,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
497,VL/F5/QR/202627/00485,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
498,VL/F5/QR/202627/00486,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
499,VL/F5/QR/202627/00487,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
500,VL/F5/QR/202627/00488,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
501,VL/F5/QR/202627/00489,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
502,VL/F5/QR/202627/00490,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
503,VL/F5/QR/202627/00491,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,t
504,VL/F5/QR/202627/00492,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
505,VL/F5/QR/202627/00493,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
506,VL/F5/QR/202627/00494,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
507,VL/F5/QR/202627/00495,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
508,VL/F5/QR/202627/00496,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
509,VL/F5/QR/202627/00497,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
510,VL/F5/QR/202627/00498,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
511,VL/F5/QR/202627/00499,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
512,VL/F5/QR/202627/00500,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
513,VL/F5/QR/202627/00501,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
514,VL/F5/QR/202627/00502,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
515,VL/F5/QR/202627/00503,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
516,VL/F5/QR/202627/00504,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
517,VL/F5/QR/202627/00505,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
518,VL/F5/QR/202627/00506,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
519,VL/F5/QR/202627/00507,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
520,VL/F5/QR/202627/00508,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,t
521,VL/F5/QR/202627/00509,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
522,VL/F5/QR/202627/00510,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
523,VL/F5/QR/202627/00511,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
524,VL/F5/QR/202627/00512,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
525,VL/F5/QR/202627/00513,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
526,VL/F5/QR/202627/00514,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
527,VL/F5/QR/202627/00515,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
528,VL/F5/QR/202627/00516,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
529,VL/F5/QR/202627/00517,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
530,VL/F5/QR/202627/00518,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
531,VL/F5/QR/202627/00519,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
532,VL/F5/QR/202627/00520,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
533,VL/F5/QR/202627/00521,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
534,VL/F5/QR/202627/00522,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
535,VL/F5/QR/202627/00523,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
536,VL/F5/QR/202627/00524,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
537,VL/F5/QR/202627/00525,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
538,VL/F5/QR/202627/00526,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
539,VL/F5/QR/202627/00527,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
540,VL/F5/QR/202627/00528,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
541,VL/F5/QR/202627/00529,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
542,VL/F5/QR/202627/00530,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
543,VL/F5/QR/202627/00531,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
544,VL/F5/QR/202627/00532,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,t
545,VL/F5/QR/202627/00533,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
546,VL/F5/QR/202627/00534,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
547,VL/F5/QR/202627/00535,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
548,VL/F5/QR/202627/00536,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
549,VL/F5/QR/202627/00537,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
550,VL/F5/QR/202627/00538,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
551,VL/F5/QR/202627/00539,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
552,VL/F5/QR/202627/00540,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
553,VL/F5/QR/202627/00541,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
554,VL/F5/QR/202627/00542,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
555,VL/F5/QR/202627/00543,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
556,VL/F5/QR/202627/00544,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
557,VL/F5/QR/202627/00545,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
558,VL/F5/QR/202627/00546,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
559,VL/F5/QR/202627/00547,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
560,VL/F5/QR/202627/00548,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
561,VL/F5/QR/202627/00549,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
562,VL/F5/QR/202627/00550,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
563,VL/F5/QR/202627/00551,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
564,VL/F5/QR/202627/00552,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
565,VL/F5/QR/202627/00553,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,t
566,VL/F5/QR/202627/00554,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
567,VL/F5/QR/202627/00555,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
568,VL/F5/QR/202627/00556,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
569,VL/F5/QR/202627/00557,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
570,VL/F5/QR/202627/00558,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
571,VL/F5/QR/202627/00559,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
572,VL/F5/QR/202627/00560,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
573,VL/F5/QR/202627/00561,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
574,VL/F5/QR/202627/00562,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
575,VL/F5/QR/202627/00563,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
576,VL/F5/QR/202627/00564,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
577,VL/F5/QR/202627/00565,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
578,VL/F5/QR/202627/00566,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
579,VL/F5/QR/202627/00567,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
580,VL/F5/QR/202627/00568,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
581,VL/F5/QR/202627/00569,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
582,VL/F5/QR/202627/00570,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
583,VL/F5/QR/202627/00571,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
584,VL/F5/QR/202627/00572,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
585,VL/F5/QR/202627/00573,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
586,VL/F5/QR/202627/00574,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
587,VL/F5/QR/202627/00575,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
588,VL/F5/QR/202627/00576,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
589,VL/F5/QR/202627/00577,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
590,VL/F5/QR/202627/00578,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
591,VL/F5/QR/202627/00579,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
592,VL/F5/QR/202627/00580,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
593,VL/F5/QR/202627/00581,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
594,VL/F5/QR/202627/00582,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
595,VL/F5/QR/202627/00583,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
596,VL/F5/QR/202627/00584,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
597,VL/F5/QR/202627/00585,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
598,VL/F5/QR/202627/00586,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
599,VL/F5/QR/202627/00587,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
600,VL/F5/QR/202627/00588,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
601,VL/F5/QR/202627/00589,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
602,VL/F5/QR/202627/00590,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
603,VL/F5/QR/202627/00591,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
604,VL/F5/QR/202627/00592,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
605,VL/F5/QR/202627/00593,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
606,VL/F5/QR/202627/00594,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
607,VL/F5/QR/202627/00595,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
608,VL/F5/QR/202627/00596,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
609,VL/F5/QR/202627/00597,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
610,VL/F5/QR/202627/00598,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
611,VL/F5/QR/202627/00599,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
612,VL/F5/QR/202627/00600,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
613,VL/F5/QR/202627/00601,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
614,VL/F5/QR/202627/00602,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
615,VL/F5/QR/202627/00603,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
616,VL/F5/QR/202627/00604,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
617,VL/F5/QR/202627/00605,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
618,VL/F5/QR/202627/00606,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
619,VL/F5/QR/202627/00607,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
620,VL/F5/QR/202627/00608,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
621,VL/F5/QR/202627/00609,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
622,VL/F5/QR/202627/00610,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
623,VL/F5/QR/202627/00611,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
624,VL/F5/QR/202627/00612,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
625,VL/F5/QR/202627/00613,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
626,VL/F5/QR/202627/00614,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
627,VL/F5/QR/202627/00615,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
628,VL/F5/QR/202627/00616,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
629,VL/F5/QR/202627/00617,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
630,VL/F5/QR/202627/00618,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
631,VL/F5/QR/202627/00619,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
632,VL/F5/QR/202627/00620,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,t
633,VL/F5/QR/202627/00621,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
634,VL/F5/QR/202627/00622,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
635,VL/F5/QR/202627/00623,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
636,VL/F5/QR/202627/00624,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
637,VL/F5/QR/202627/00625,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
638,VL/F5/QR/202627/00626,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
639,VL/F5/QR/202627/00627,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
640,VL/F5/QR/202627/00628,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,t
641,VL/F5/QR/202627/00629,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
642,VL/F5/QR/202627/00630,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
643,VL/F5/QR/202627/00631,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,t
644,VL/F5/QR/202627/00632,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
645,VL/F5/QR/202627/00633,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
646,VL/F5/QR/202627/00634,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
647,VL/F5/QR/202627/00635,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
648,VL/F5/QR/202627/00636,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
649,VL/F5/QR/202627/00637,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
650,VL/F5/QR/202627/00638,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
651,VL/F5/QR/202627/00639,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
652,VL/F5/QR/202627/00640,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
653,VL/F5/QR/202627/00641,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
654,VL/F5/QR/202627/00642,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
655,VL/F5/QR/202627/00643,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
656,VL/F5/QR/202627/00644,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
657,VL/F5/QR/202627/00645,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
658,VL/F5/QR/202627/00646,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
659,VL/F5/QR/202627/00647,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
660,VL/F5/QR/202627/00648,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
661,VL/F5/QR/202627/00649,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
662,VL/F5/QR/202627/00650,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
663,VL/F5/QR/202627/00651,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
664,VL/F5/QR/202627/00652,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
665,VL/F5/QR/202627/00653,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
666,VL/F5/QR/202627/00654,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
667,VL/F5/QR/202627/00655,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
668,VL/F5/QR/202627/00656,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
669,VL/F5/QR/202627/00657,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
670,VL/F5/QR/202627/00658,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
671,VL/F5/QR/202627/00659,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
672,VL/F5/QR/202627/00660,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
673,VL/F5/QR/202627/00661,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
674,VL/F5/QR/202627/00662,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
675,VL/F5/QR/202627/00663,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
676,VL/F5/QR/202627/00664,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
677,VL/F5/QR/202627/00665,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
678,VL/F5/QR/202627/00666,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
679,VL/F5/QR/202627/00667,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
680,VL/F5/QR/202627/00668,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
681,VL/F5/QR/202627/00669,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
682,VL/F5/QR/202627/00670,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
683,VL/F5/QR/202627/00671,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
684,VL/F5/QR/202627/00672,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
685,VL/F5/QR/202627/00673,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
686,VL/F5/QR/202627/00674,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
687,VL/F5/QR/202627/00675,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
688,VL/F5/QR/202627/00676,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
689,VL/F5/QR/202627/00677,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
690,VL/F5/QR/202627/00678,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
691,VL/F5/QR/202627/00679,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
692,VL/F5/QR/202627/00680,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
693,VL/F5/QR/202627/00681,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
694,VL/F5/QR/202627/00682,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
695,VL/F5/QR/202627/00683,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
696,VL/F5/QR/202627/00684,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
697,VL/F5/QR/202627/00685,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
698,VL/F5/QR/202627/00686,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
699,VL/F5/QR/202627/00687,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
700,VL/F5/QR/202627/00688,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
701,VL/F5/QR/202627/00689,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
702,VL/F5/QR/202627/00690,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
703,VL/F5/QR/202627/00691,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
704,VL/F5/QR/202627/00692,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
705,VL/F5/QR/202627/00693,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
706,VL/F5/QR/202627/00694,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
707,VL/F5/QR/202627/00695,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
708,VL/F5/QR/202627/00696,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
709,VL/F5/QR/202627/00697,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
710,VL/F5/QR/202627/00698,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
711,VL/F5/QR/202627/00699,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
712,VL/F5/QR/202627/00700,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
713,VL/F5/QR/202627/00701,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
714,VL/F5/QR/202627/00702,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
715,VL/F5/QR/202627/00703,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
716,VL/F5/QR/202627/00704,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
717,VL/F5/QR/202627/00705,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
718,VL/F5/QR/202627/00706,32AAIFI0458G1ZN,VOLTLYNC PRIVATE LIMITED,2026-27,f
